,Customer_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
19326,1003039,F,51-55,3,C,0,1
19334,1003040,M,26-35,8,C,0,0
19336,1003041,M,26-35,4,A,1,0
19339,1003042,M,55+,1,C,3,0
19343,1003043,M,18-25,2,B,4,0
19344,1003044,M,36-45,16,C,1,1
19355,1003045,M,46-50,1,B,2,1
19364,1003046,M,0-17,4,C,0,0
19366,1003047,F,26-35,4,A,3,0
19368,1003048,M,18-25,2,C,3,1
19370,1003049,F,51-55,0,C,0,1
19372,1003050,M,36-45,12,B,1,0
19374,1003051,M,18-25,17,B,0,0
19391,1003052,M,36-45,12,B,0,1
19393,1003053,F,26-35,3,B,2,1
19402,1003054,M,18-25,4,B,1,1
19422,1003055,F,26-35,3,C,1,1
19437,1003056,M,26-35,18,C,1,1
19445,1003057,F,26-35,12,B,1,0
19448,1003058,M,18-25,12,C,0,0
19460,1003059,M,36-45,0,C,0,1
19464,1003060,F,36-45,1,C,3,1
19465,1003061,M,46-50,2,C,0,1
19469,1003062,M,18-25,4,C,2,0
19470,1003063,M,18-25,4,C,3,0
19472,1003064,M,36-45,17,C,4,1
19475,1003065,F,18-25,4,A,2,0
19484,1003066,M,18-25,4,A,2,0
19487,1003067,F,26-35,0,A,1,0
19515,1003069,M,18-25,4,C,3,1
19525,1003070,F,18-25,4,C,4,0
19526,1003071,M,26-35,1,A,2,0
19528,1003072,M,51-55,1,B,4,1
19534,1003073,M,26-35,0,B,2,0
19535,1003074,M,26-35,0,C,4,1
19545,1003075,F,26-35,11,C,2,1
19558,1003077,M,18-25,4,B,2,0
19563,1003078,F,36-45,1,C,1,0
19564,1003079,F,26-35,1,A,2,1
19567,1003080,M,26-35,20,A,4,1
19594,1003081,M,26-35,7,B,1,1
19608,1003082,F,36-45,6,B,1,0
19624,1003083,F,51-55,0,C,0,0
19629,1003084,M,26-35,16,B,1,1
19632,1003085,M,26-35,4,C,1,0
19639,1003086,M,18-25,12,A,1,1
19642,1003087,F,0-17,1,B,0,0
19661,1003089,M,46-50,16,C,4,1
19664,1003090,M,26-35,2,C,4,0
19667,1003091,F,26-35,0,C,1,1
19669,1003092,M,36-45,15,C,2,0
19673,1003093,F,46-50,20,C,2,1
19678,1003094,M,36-45,0,A,1,0
19679,1003095,F,26-35,3,B,1,1
19681,1003096,F,46-50,3,C,1,1
19689,1003097,F,26-35,5,B,4,0
19693,1003098,M,26-35,4,A,1,1
19696,1003099,M,26-35,17,C,3,1
19697,1003100,F,26-35,6,B,3,0
19701,1003101,M,18-25,15,C,0,0
19710,1003102,M,26-35,12,C,3,1
19711,1003104,M,18-25,17,C,3,0
19713,1003105,M,36-45,12,C,4,1
19718,1003106,M,26-35,0,C,4,0
19720,1003108,M,51-55,6,B,1,1
19741,1003109,F,26-35,11,B,4,0
19744,1003110,M,26-35,0,B,3,1
19753,1003111,M,18-25,4,C,4,0
19762,1003112,M,18-25,12,A,3,0
19771,1003113,M,26-35,10,B,2,0
19773,1003114,M,18-25,5,C,2,1
19775,1003115,M,36-45,17,C,4,1
19777,1003116,M,26-35,12,C,4,0
19779,1003118,M,26-35,0,B,1,0
19796,1003119,M,46-50,1,C,4,1
19803,1003121,M,26-35,2,B,3,0
19824,1003122,F,26-35,7,C,3,1
19827,1003123,M,26-35,2,B,3,0
19834,1003124,M,26-35,12,C,0,0
19835,1003125,M,26-35,7,A,1,0
19850,1003126,M,26-35,2,B,0,1
19852,1003127,F,26-35,0,B,2,1
19853,1003128,M,18-25,2,B,3,0
19868,1003129,M,26-35,7,B,2,0
19896,1003130,M,26-35,7,C,1,0
19902,1003131,F,26-35,2,C,1,1
19906,1003132,M,36-45,7,C,3,0
19907,1003134,M,18-25,4,A,1,1
19912,1003135,M,26-35,15,A,4,0
19917,1003136,F,26-35,4,C,1,1
19920,1003138,M,36-45,17,C,2,1
19928,1003140,F,26-35,4,C,1,0
19943,1003141,M,26-35,14,C,3,1
19945,1003142,M,26-35,20,B,0,0
19950,1003143,F,51-55,16,C,1,1
19956,1003144,F,26-35,7,C,1,0
19957,1003145,M,18-25,4,A,2,0
19961,1003146,M,26-35,0,C,2,0
19964,1003147,M,26-35,14,C,0,0
19970,1003148,M,18-25,20,C,3,0
19975,1003149,M,18-25,4,C,1,0
19976,1003150,F,26-35,3,C,4,1
19978,1003151,F,26-35,0,C,1,0
19986,1003152,M,18-25,4,A,3,0
19988,1003153,F,26-35,4,B,2,0
19990,1003154,F,26-35,4,A,0,0
19995,1003155,M,26-35,7,A,1,0
19998,1003156,M,36-45,7,C,3,0
20001,1003157,M,26-35,12,C,2,0
20009,1003158,M,26-35,15,B,1,0
20036,1003159,F,26-35,15,B,1,0
20050,1003160,M,26-35,17,C,3,0
20051,1003161,M,26-35,7,A,2,0
20053,1003164,M,18-25,12,B,2,0
20054,1003165,M,36-45,7,A,0,1
20055,1003166,M,18-25,4,B,1,0
20056,1003167,M,26-35,2,C,3,0
20060,1003168,F,36-45,5,C,4,1
20061,1003169,M,51-55,0,C,2,0
20069,1003170,M,26-35,0,C,4,0
20070,1003171,F,51-55,3,B,1,1
20074,1003172,M,18-25,12,A,0,0
20079,1003173,M,26-35,12,C,1,1
20082,1003174,F,18-25,14,C,3,1
20085,1003175,M,36-45,16,A,1,0
20089,1003177,F,26-35,6,C,3,0
20092,1003178,F,36-45,5,A,4,0
20096,1003180,M,26-35,14,B,1,0
20118,1003182,M,26-35,12,A,2,1
20139,1003183,M,51-55,7,C,4,1
20144,1003184,F,26-35,18,C,2,1
20148,1003185,M,18-25,7,C,2,1
20150,1003187,M,36-45,12,C,3,0
20152,1003189,M,26-35,16,A,1,0
20167,1003190,M,0-17,17,C,2,0
20168,1003191,M,26-35,12,B,4,0
20179,1003192,M,18-25,4,C,1,1
20184,1003193,M,26-35,0,C,4,1
20194,1003194,M,26-35,15,C,2,0
20196,1003195,M,18-25,4,B,4,0
20205,1003196,F,18-25,4,C,4,0
20215,1003197,F,18-25,14,A,4,0
20221,1003198,M,26-35,12,A,1,0
20225,1003199,M,18-25,0,B,2,0
20229,1003200,F,26-35,1,B,4,0
20232,1003201,M,46-50,7,B,0,1
20250,1003202,F,18-25,4,A,1,0
20255,1003203,M,36-45,0,C,1,0
20261,1003204,M,46-50,16,B,3,1
20262,1003205,F,36-45,16,B,1,0
20271,1003206,M,18-25,20,C,2,0
20280,1003207,M,36-45,7,A,0,0
20287,1003208,M,26-35,14,B,4,0
20304,1003209,M,26-35,0,C,3,0
20309,1003211,M,51-55,16,B,4,0
20312,1003212,F,26-35,17,A,1,0
20315,1003213,F,26-35,1,C,3,0
20318,1003215,F,51-55,13,B,2,1
20320,1003216,M,36-45,1,B,1,0
20332,1003217,F,36-45,0,A,0,0
20343,1003218,M,55+,6,C,4,1
20345,1003219,F,18-25,4,C,1,0
20350,1003220,M,36-45,7,B,0,1
20351,1003222,M,36-45,7,C,4,1
20353,1003223,M,26-35,20,A,1,1
20355,1003224,F,26-35,14,A,3,1
20404,1003225,M,18-25,0,C,1,0
20406,1003226,M,36-45,4,A,1,1
20410,1003227,F,26-35,14,A,2,0
20422,1003229,F,55+,1,B,3,0
20429,1003230,M,36-45,16,A,0,0
20432,1003231,M,26-35,7,A,1,1
20437,1003232,M,36-45,12,C,4,0
20439,1003233,M,51-55,2,A,4,0
20445,1003234,F,0-17,0,B,1,0
20446,1003237,M,36-45,7,C,2,1
20450,1003238,M,36-45,7,C,1,1
20451,1003239,F,26-35,12,C,3,0
20456,1003240,M,18-25,4,B,1,0
20461,1003241,F,51-55,0,C,0,1
20462,1003242,M,51-55,13,C,4,1
20470,1003243,M,26-35,12,B,1,1
20478,1003245,M,18-25,2,C,0,1
20480,1003246,F,36-45,1,B,1,1
20490,1003248,F,26-35,7,B,3,0
20494,1003249,F,26-35,4,C,2,0
20496,1003250,M,26-35,4,B,2,1
20502,1003251,M,36-45,17,C,3,0
20506,1003253,F,36-45,4,B,3,0
20512,1003254,F,36-45,6,C,1,1
20513,1003256,M,26-35,15,C,1,1
20514,1003257,M,26-35,14,C,1,0
20517,1003258,M,46-50,6,C,1,1
20521,1003259,F,18-25,4,A,2,0
20533,1003260,M,26-35,4,C,2,1
20548,1003261,M,46-50,20,B,1,1
20571,1003262,M,26-35,14,B,2,1
20576,1003263,M,51-55,11,A,4,0
20579,1003264,F,26-35,1,C,0,1
20581,1003265,M,26-35,15,A,1,0
20610,1003266,F,26-35,4,A,0,0
20616,1003267,M,26-35,4,A,2,0
20620,1003268,M,26-35,12,C,1,0
20621,1003269,F,18-25,20,C,4,0
20624,1003270,M,18-25,11,C,3,1
20626,1003272,M,36-45,0,B,1,0
20659,1003274,M,26-35,20,C,4,0
20666,1003277,M,26-35,17,A,4,0
20669,1003278,M,36-45,7,A,1,1
20671,1003279,M,46-50,15,C,4,1
20675,1003280,M,26-35,7,B,1,0
20702,1003281,M,26-35,17,C,3,0
20707,1003282,M,46-50,3,A,4,1
20708,1003283,M,36-45,16,C,0,1
20716,1003285,M,26-35,4,B,3,0
20746,1003286,F,36-45,7,B,4,1
20747,1003288,M,26-35,14,A,4,0
20748,1003290,M,26-35,14,A,1,0
20753,1003291,F,26-35,7,B,4,0
20754,1003292,F,51-55,6,B,3,0
20784,1003294,M,18-25,4,B,3,0
20787,1003295,M,18-25,18,B,1,0
20791,1003296,M,18-25,14,A,1,1
20793,1003297,M,18-25,4,A,3,0
20800,1003299,F,26-35,4,B,2,0
20813,1003300,M,36-45,5,B,1,0
20826,1003301,F,26-35,2,B,3,0
20840,1003302,M,26-35,17,C,4,0
20841,1003303,M,55+,17,B,3,1
20842,1003304,F,46-50,5,B,1,1
20850,1003305,M,55+,20,C,0,0
20854,1003306,M,46-50,14,C,1,1
20856,1003308,F,18-25,20,B,3,1
20896,1003309,M,26-35,17,C,2,1
20909,1003311,M,26-35,4,A,4,0
20940,1003312,F,18-25,4,A,3,0
20964,1003313,M,36-45,20,A,2,0
20984,1003314,M,26-35,7,C,2,0
20992,1003315,M,26-35,12,B,1,1
21006,1003316,M,0-17,19,C,2,0
21007,1003317,M,26-35,4,A,4,1
21010,1003318,M,55+,13,C,4,1
21014,1003319,F,55+,13,B,1,1
21017,1003320,M,26-35,1,B,1,1
21052,1003321,M,36-45,1,A,1,0
21058,1003322,F,18-25,4,B,2,0
21061,1003323,M,36-45,14,C,2,1
21068,1003324,M,36-45,17,C,1,0
21070,1003326,M,46-50,7,C,3,1
21073,1003327,M,18-25,12,B,4,0
21088,1003328,M,55+,19,C,2,1
21104,1003329,M,51-55,18,B,1,1
21109,1003331,F,26-35,7,B,3,0
21114,1003332,M,26-35,7,B,2,1
21118,1003333,M,18-25,16,C,1,0
21123,1003334,M,36-45,0,C,3,0
21127,1003335,M,26-35,0,A,4,0
21129,1003336,M,36-45,17,B,2,1
21156,1003337,M,26-35,4,A,1,0
21158,1003338,M,46-50,16,C,3,1
21160,1003339,M,26-35,17,C,0,0
21162,1003340,M,46-50,16,C,1,1
21168,1003341,M,26-35,20,B,4,0
21176,1003342,F,26-35,5,C,1,0
21179,1003343,F,18-25,4,B,1,0
21182,1003345,M,26-35,7,C,4,0
21183,1003346,M,36-45,7,B,3,1
21189,1003347,F,36-45,7,C,0,1
21194,1003348,M,46-50,16,C,4,1
21195,1003349,F,18-25,4,B,1,0
21200,1003351,F,18-25,5,C,0,1
21201,1003352,M,36-45,0,C,1,0
21204,1003353,M,36-45,17,A,3,0
21213,1003354,M,26-35,7,C,2,1
21214,1003355,M,26-35,1,C,0,0
21217,1003356,M,36-45,7,C,2,1
21230,1003357,M,26-35,18,C,2,1
21233,1003358,F,26-35,1,B,3,0
21243,1003359,M,26-35,20,C,1,0
21251,1003360,F,26-35,0,A,3,0
21253,1003361,M,26-35,4,B,0,0
21258,1003362,F,26-35,0,C,2,1
21262,1003363,F,36-45,9,B,2,1
21264,1003364,M,55+,13,C,4,0
21270,1003365,M,51-55,17,C,3,1
21282,1003366,M,36-45,14,C,1,1
21283,1003367,M,51-55,16,A,1,1
21299,1003368,M,26-35,14,C,1,1
21302,1003370,M,18-25,4,C,1,0
21313,1003371,M,26-35,2,A,3,0
21335,1003372,M,55+,13,B,1,1
21337,1003373,M,18-25,16,C,4,0
21339,1003374,M,36-45,5,C,3,0
21344,1003377,M,26-35,17,C,1,0
21353,1003378,M,18-25,4,A,1,0
21365,1003379,M,36-45,1,A,1,0
21367,1003380,M,51-55,0,B,2,1
21387,1003381,M,26-35,0,C,1,1
21389,1003382,F,0-17,10,A,2,0
21395,1003383,M,55+,16,C,4,1
21397,1003384,M,36-45,7,C,1,0
21404,1003385,F,26-35,9,C,1,0
21405,1003386,M,18-25,4,B,3,0
21411,1003387,M,18-25,1,B,3,1
21417,1003389,M,18-25,0,A,0,0
21443,1003390,F,46-50,20,C,1,1
21451,1003391,M,18-25,4,A,0,0
21492,1003392,M,51-55,6,C,1,1
21493,1003393,M,36-45,12,C,3,1
21500,1003394,M,36-45,7,B,4,0
21512,1003395,M,26-35,7,A,1,0
21517,1003396,M,26-35,12,B,4,0
21518,1003397,M,26-35,5,B,0,0
21521,1003398,M,18-25,20,C,4,1
21522,1003399,M,26-35,4,C,1,0
21532,1003400,M,26-35,14,C,4,1
21539,1003401,M,36-45,7,B,1,0
21565,1003402,M,36-45,20,B,4,0
21575,1003403,M,36-45,5,C,1,0
21579,1003404,M,26-35,8,A,1,0
21580,1003405,M,36-45,14,B,4,0
21583,1003408,M,26-35,17,C,1,0
21585,1003410,M,36-45,1,B,3,1
21612,1003411,M,18-25,4,A,4,0
21626,1003412,M,26-35,18,C,1,0
21639,1003413,F,26-35,17,B,2,0
21641,1003414,M,26-35,17,C,1,1
21650,1003415,M,36-45,7,C,0,0
21658,1003416,M,26-35,12,B,4,1
21679,1003417,F,18-25,2,C,2,1
21682,1003418,F,18-25,3,C,4,0
21688,1003419,M,46-50,1,B,1,1
21695,1003420,F,26-35,7,A,3,0
21703,1003422,M,26-35,5,B,2,0
21722,1003423,M,26-35,7,C,2,0
21733,1003424,M,26-35,6,C,1,1
21737,1003425,M,18-25,20,A,1,0
21759,1003426,M,26-35,20,B,1,0
21766,1003427,M,26-35,14,C,2,0
21767,1003428,M,46-50,1,C,4,1
21772,1003429,F,26-35,7,B,1,1
21774,1003430,F,46-50,1,B,1,1
21793,1003431,F,46-50,6,B,1,1
21795,1003432,M,26-35,12,C,4,0
21798,1003433,M,18-25,12,A,1,0
21802,1003434,M,18-25,4,B,1,0
21811,1003435,M,46-50,1,B,3,0
21823,1003436,M,36-45,0,C,1,0
21833,1003438,F,26-35,0,C,0,1
21837,1003439,M,18-25,17,C,3,0
21840,1003440,M,55+,17,C,3,0
21842,1003441,F,26-35,14,A,2,0
21853,1003442,M,18-25,12,B,3,0
21863,1003444,M,51-55,14,C,1,1
21869,1003445,F,36-45,20,C,1,0
21872,1003447,M,26-35,12,B,0,0
21875,1003449,M,26-35,14,B,3,0
21876,1003450,M,26-35,5,B,3,0
21882,1003451,F,26-35,11,A,0,0
21888,1003453,M,36-45,7,C,1,0
21900,1003454,M,18-25,0,A,1,1
21910,1003456,M,26-35,17,C,3,0
21912,1003457,M,26-35,20,C,1,0
21918,1003458,M,46-50,0,C,1,0
21928,1003460,M,0-17,4,B,1,0
21930,1003461,M,36-45,0,C,0,0
21934,1003462,F,26-35,4,B,3,0
21948,1003463,M,26-35,15,C,2,1
21949,1003464,F,26-35,14,B,4,1
21971,1003465,M,26-35,14,C,3,1
21972,1003466,M,26-35,14,B,1,0
21973,1003467,M,26-35,14,A,1,1
21975,1003468,M,26-35,20,C,2,1
21977,1003469,M,46-50,17,B,3,1
22001,1003470,M,36-45,17,C,1,0
22004,1003471,M,18-25,4,A,1,0
22026,1003472,M,26-35,6,C,2,1
22027,1003473,F,36-45,16,A,1,1
22033,1003474,M,36-45,11,C,4,1
22035,1003475,M,26-35,14,A,1,0
22068,1003476,M,51-55,0,B,2,1
22092,1003477,F,51-55,1,A,1,1
22098,1003478,M,26-35,7,A,1,1
22100,1003479,M,18-25,4,C,2,0
22106,1003480,M,26-35,0,C,0,0
22109,1003481,M,18-25,4,B,1,1
22116,1003482,M,51-55,17,C,2,1
22118,1003483,F,46-50,7,B,0,1
22152,1003484,M,18-25,4,C,1,0
22156,1003485,M,26-35,0,B,3,0
22159,1003486,F,18-25,0,A,1,0
22164,1003487,M,18-25,4,A,1,1
22169,1003488,M,46-50,17,B,3,1
22170,1003489,M,18-25,4,A,1,0
22174,1003490,M,26-35,0,C,4,1
22184,1003491,M,26-35,16,B,1,0
22217,1003492,M,36-45,7,B,2,0
22223,1003493,M,26-35,17,C,1,0
22233,1003494,M,26-35,1,C,0,1
22234,1003496,M,36-45,5,C,2,1
22236,1003497,F,36-45,2,A,2,0
22238,1003498,M,26-35,17,C,3,0
22243,1003499,M,26-35,3,A,2,0
22255,1003500,M,36-45,7,C,1,1
22262,1003501,F,36-45,7,C,1,0
22272,1003503,M,18-25,4,B,0,0
22289,1003504,M,18-25,7,B,1,0
22296,1003505,F,26-35,15,A,0,1
22298,1003506,M,18-25,12,C,1,0
22299,1003507,M,26-35,0,A,3,0
22330,1003508,M,18-25,4,C,0,1
22334,1003509,M,18-25,4,A,0,0
22353,1003510,F,18-25,4,B,1,1
22355,1003511,M,51-55,0,C,2,1
22363,1003512,M,18-25,17,A,2,0
22380,1003513,M,26-35,16,C,1,0
22391,1003514,M,18-25,12,C,1,0
22392,1003515,M,36-45,3,C,0,0
22394,1003516,M,18-25,4,C,0,0
22398,1003517,M,18-25,12,C,3,0
22406,1003518,F,18-25,7,A,2,0
22423,1003519,F,26-35,14,A,1,1
22448,1003521,M,26-35,0,B,3,0
22468,1003522,M,18-25,0,C,2,0
22472,1003523,M,36-45,7,C,0,0
22473,1003524,F,26-35,0,C,4,0
22480,1003525,F,18-25,4,B,1,1
22484,1003526,M,36-45,2,B,1,1
22524,1003527,M,26-35,0,B,2,1
22526,1003528,M,36-45,5,C,1,0
22527,1003529,F,46-50,1,C,0,1
22537,1003530,M,26-35,0,C,1,0
22538,1003531,F,26-35,11,C,1,1
22541,1003532,F,36-45,14,B,1,0
22544,1003533,M,26-35,2,A,2,1
22546,1003535,M,46-50,18,C,1,1
22547,1003536,M,18-25,4,C,0,0
22561,1003537,M,0-17,10,C,1,0
22565,1003538,M,36-45,0,C,2,1
22570,1003539,F,26-35,4,A,1,1
22618,1003540,M,18-25,17,B,2,1
22627,1003541,M,26-35,3,C,1,1
22629,1003543,M,26-35,17,C,2,1
22630,1003544,F,26-35,4,B,3,1
22631,1003545,M,36-45,12,B,2,0
22635,1003546,M,26-35,20,B,3,0
22651,1003547,M,36-45,16,A,2,0
22665,1003549,F,36-45,7,C,4,0
22667,1003550,M,26-35,5,B,0,0
22677,1003551,F,55+,0,C,0,1
22680,1003552,F,36-45,2,C,4,0
22681,1003553,M,36-45,16,C,0,1
22686,1003554,M,26-35,15,C,1,1
22689,1003555,M,55+,7,C,1,0
22694,1003556,M,26-35,17,C,1,1
22696,1003557,M,18-25,5,B,0,1
22710,1003558,M,18-25,17,A,3,0
22723,1003559,M,18-25,4,C,2,0
22725,1003560,F,26-35,6,B,4,1
22730,1003562,F,26-35,6,B,4,0
22755,1003563,M,26-35,2,A,3,0
22761,1003564,M,26-35,11,C,4,0
22764,1003565,M,26-35,18,C,2,1
22770,1003567,M,26-35,14,C,1,1
22774,1003568,M,26-35,0,C,1,1
22779,1003569,F,18-25,2,B,1,0
22795,1003571,M,18-25,4,C,1,0
22796,1003572,M,36-45,11,C,1,0
22799,1003573,M,0-17,10,B,1,0
22800,1003574,F,36-45,6,A,1,1
22805,1003575,M,26-35,18,C,1,1
22807,1003576,M,51-55,7,B,3,1
22824,1003577,F,55+,0,C,2,0
22828,1003578,M,51-55,3,C,0,1
22841,1003579,M,18-25,0,C,2,0
22854,1003580,F,18-25,3,C,0,0
22857,1003581,M,18-25,1,C,0,0
22859,1003582,F,36-45,0,C,1,0
22863,1003583,F,26-35,9,C,4,0
22866,1003585,M,36-45,20,A,0,1
22883,1003586,M,36-45,20,A,2,1
22890,1003588,M,26-35,2,B,4,0
22896,1003589,F,46-50,0,B,1,1
22924,1003590,F,18-25,15,A,1,0
22936,1003591,M,36-45,6,C,1,0
22938,1003592,F,55+,2,B,2,1
22958,1003593,F,26-35,9,C,1,0
22962,1003594,M,0-17,0,B,0,0
22964,1003595,M,26-35,0,C,2,0
22965,1003596,F,36-45,4,A,3,0
22967,1003597,M,26-35,17,C,1,1
22969,1003598,M,55+,1,A,2,0
22973,1003599,M,26-35,16,C,3,0
22981,1003600,M,36-45,20,B,4,1
22996,1003601,F,36-45,3,B,0,0
23001,1003603,F,36-45,7,B,0,1
23011,1003604,F,0-17,10,C,1,0
23012,1003605,M,18-25,12,A,2,0
23016,1003606,F,26-35,15,C,1,0
23017,1003607,M,36-45,17,C,0,0
23025,1003608,F,36-45,9,C,1,0
23026,1003609,F,26-35,17,C,3,0
23031,1003610,M,18-25,6,B,4,0
23066,1003611,M,26-35,2,C,4,0
23074,1003612,M,26-35,14,C,1,1
23082,1003613,M,26-35,0,C,1,1
23084,1003614,M,26-35,0,B,2,1
23091,1003615,M,26-35,17,C,2,0
23109,1003616,M,46-50,0,C,2,1
23111,1003618,M,55+,17,A,4,1
23168,1003619,M,51-55,16,B,3,1
23174,1003620,M,26-35,7,A,1,0
23195,1003621,M,18-25,4,B,3,0
23208,1003622,M,18-25,1,B,2,1
23216,1003624,M,26-35,12,B,0,1
23236,1003625,M,18-25,10,B,1,0
23247,1003626,M,26-35,17,B,3,0
23286,1003628,M,26-35,7,B,4,0
23287,1003629,F,51-55,7,B,0,0
23290,1003630,M,18-25,4,B,2,0
23297,1003633,M,36-45,18,C,0,0
23299,1003634,M,51-55,1,C,0,1
23300,1003635,M,51-55,1,C,1,0
23303,1003637,M,26-35,6,C,1,1
23307,1003638,M,26-35,2,C,4,0
23311,1003639,M,18-25,4,C,1,0
23316,1003640,M,36-45,7,C,2,1
23318,1003641,M,26-35,0,B,1,0
23343,1003642,F,26-35,7,B,1,0
23344,1003643,M,26-35,17,C,1,0
23351,1003644,F,26-35,11,A,2,1
23352,1003645,M,36-45,17,C,4,1
23354,1003646,M,36-45,20,C,0,1
23359,1003647,M,26-35,7,C,0,1
23361,1003648,M,18-25,4,B,1,0
23385,1003649,F,26-35,0,B,2,0
23387,1003650,M,26-35,0,A,2,0
23415,1003651,M,26-35,14,A,1,0
23427,1003652,M,26-35,12,B,3,0
23437,1003653,M,18-25,15,C,3,1
23441,1003654,M,26-35,17,B,3,1
23454,1003655,F,26-35,7,B,4,0
23455,1003656,F,46-50,5,C,3,1
23456,1003657,M,18-25,17,C,3,0
23457,1003658,F,26-35,7,C,4,0
23465,1003659,M,18-25,4,C,1,0
23469,1003660,M,36-45,7,C,3,0
23471,1003661,M,36-45,12,C,0,1
23475,1003662,M,36-45,16,C,1,0
23480,1003663,F,36-45,9,B,1,0
23483,1003664,F,36-45,1,A,0,0
23490,1003665,M,26-35,0,A,2,0
23499,1003667,F,0-17,10,C,1,0
23500,1003669,M,26-35,14,A,2,0
23514,1003670,M,46-50,14,C,2,0
23517,1003671,M,26-35,4,A,1,0
23526,1003672,M,36-45,5,C,4,0
23532,1003673,M,26-35,2,B,1,0
23544,1003675,M,36-45,7,B,3,0
23578,1003676,F,36-45,12,B,3,1
23581,1003677,F,26-35,12,C,1,0
23583,1003678,M,26-35,0,A,0,0
23591,1003679,M,26-35,4,A,2,0
23601,1003680,F,26-35,1,C,1,0
23606,1003681,M,26-35,7,B,3,0
23633,1003682,F,51-55,1,C,2,0
23636,1003683,M,26-35,2,B,3,1
23660,1003684,M,26-35,17,C,4,1
23668,1003685,M,26-35,5,C,1,1
23685,1003686,M,26-35,7,C,1,1
23692,1003687,F,51-55,1,C,4,0
23708,1003688,M,18-25,6,B,1,0
23723,1003689,M,26-35,0,C,1,1
23733,1003690,M,18-25,0,B,2,0
23752,1003691,M,26-35,7,B,1,1
23765,1003692,M,36-45,17,C,3,1
23766,1003693,M,26-35,15,B,1,1
23793,1003694,M,26-35,12,C,3,1
23796,1003695,M,26-35,2,A,2,0
23806,1003696,M,36-45,7,C,3,0
23817,1003697,M,26-35,15,B,1,0
23824,1003698,M,26-35,7,B,0,0
23831,1003699,F,55+,3,C,3,1
23835,1003700,M,26-35,14,B,2,0
23836,1003701,M,36-45,1,B,3,0
23840,1003702,M,36-45,15,C,1,1
23842,1003703,M,18-25,12,C,0,0
23843,1003704,F,36-45,0,C,4,1
23853,1003705,M,46-50,7,B,1,1
23885,1003706,M,26-35,12,C,3,1
23886,1003707,F,18-25,0,C,1,0
23890,1003708,M,55+,7,C,2,1
23894,1003709,M,26-35,12,C,3,0
23919,1003710,M,0-17,10,C,1,0
23922,1003711,M,36-45,0,C,4,1
23925,1003712,M,26-35,17,C,4,1
23928,1003713,F,26-35,7,B,1,1
23944,1003714,M,26-35,17,C,0,0
23946,1003715,M,18-25,5,B,2,0
23960,1003716,M,18-25,12,B,3,1
23974,1003717,M,36-45,17,C,4,0
23984,1003718,M,51-55,17,C,1,0
23994,1003719,M,26-35,1,C,3,1
23995,1003720,M,46-50,7,C,1,0
24003,1003721,M,26-35,15,C,2,1
24014,1003723,M,26-35,14,C,1,1
24020,1003724,M,36-45,6,B,4,0
24046,1003725,M,18-25,4,C,3,0
24047,1003726,M,26-35,17,C,3,1
24061,1003727,M,36-45,7,B,1,0
24080,1003728,M,18-25,4,B,1,0
24081,1003729,M,18-25,4,A,2,0
24099,1003730,M,26-35,1,C,1,0
24103,1003731,M,26-35,17,C,2,0
24107,1003732,M,26-35,17,B,0,1
24120,1003733,M,18-25,4,C,1,0
24121,1003735,M,26-35,0,B,0,0
24127,1003736,M,36-45,1,C,1,1
24129,1003737,M,26-35,14,C,3,0
24136,1003739,M,55+,11,C,1,0
24137,1003740,M,18-25,5,A,1,0
24142,1003741,M,26-35,0,C,1,0
24145,1003742,M,26-35,0,B,0,1
24148,1003743,F,36-45,7,B,2,1
24149,1003744,M,26-35,0,C,1,0
24151,1003745,F,26-35,9,C,4,0
24157,1003746,M,26-35,5,B,0,1
24168,1003747,M,46-50,13,C,1,1
24172,1003748,M,18-25,4,C,2,0
24176,1003749,F,26-35,0,C,4,0
24180,1003750,F,18-25,4,C,2,1
24181,1003751,F,36-45,12,B,4,0
24192,1003752,F,18-25,1,B,4,0
24200,1003753,M,26-35,7,C,0,1
24203,1003754,M,55+,7,C,1,1
24218,1003755,F,51-55,14,C,1,1
24219,1003756,M,18-25,12,B,4,0
24235,1003757,M,26-35,7,B,1,0
24243,1003758,F,36-45,5,C,2,1
24245,1003759,M,36-45,6,C,2,0
24249,1003760,M,51-55,0,B,0,1
24261,1003761,M,26-35,17,C,2,1
24267,1003762,M,51-55,6,B,0,1
24282,1003763,M,26-35,2,A,1,0
24286,1003764,M,26-35,1,C,3,1
24287,1003766,F,18-25,1,B,1,0
24290,1003767,M,26-35,0,C,2,0
24292,1003768,M,26-35,4,B,2,0
24319,1003769,M,26-35,15,B,0,0
24336,1003770,F,36-45,3,C,1,1
24350,1003771,M,26-35,1,B,0,0
24378,1003772,M,36-45,17,B,0,1
24380,1003773,M,36-45,6,B,1,0
24396,1003774,M,26-35,0,C,3,0
24400,1003775,M,36-45,12,B,2,0
24401,1003776,F,26-35,4,B,0,0
24402,1003777,M,18-25,4,B,0,0
24411,1003778,M,26-35,0,B,4,1
24454,1003779,F,46-50,2,C,0,1
24459,1003780,M,0-17,0,C,0,0
24472,1003781,F,55+,11,C,4,0
24475,1003782,F,26-35,0,B,3,0
24478,1003784,F,26-35,1,C,0,0
24481,1003785,F,26-35,20,C,1,0
24483,1003787,F,26-35,0,B,0,1
